Pasal-Ayat,Isi
                             1601v,Untuk satu perbuatan majikan tidak boleh mengenakan denda sambil menuntut ganti rugi. Tiap perjanjian yang bertentangan dengan ketentuan ini adalah batal.
                            1601w,"Jika salah satu pihak dengan sengaja atau karena kesalahannya berbuat bertentangan dengan salah satu kewajibannya, dan kerugian yang diderita oleh pihak lawan tidak dapat dinilai dengan uang, maka Pengadilan akan menetapkan suatu jumlah uang menurut keadilan sebagai ganti rugi."
                             1601x,"Suatu perjanjian yang mengurangi hak buruh, bahwa setelah mengakhiri hubungan kerja, ia tidak diperbolehkan untuk melakukan suatu pekerjaan tertentu, hanya sah jika dibuat dalam suatu perjanjian tertulis atau suatu reglemen dengan buruh yang telah dewasa. Baik atas tuntutan buruh maupun atas permintaannya yang diajukan pada pembelaannya dalam suatu perkara, Pengadilan boleh membatalkan perjanjian seperti itu, seluruhnya atau sebagian, dengan alasan bahwa dibandingkan dengan kepentingan majikan yang dilindungi itu, buruh dirugikan secara tidak adil oleh perjanjian tersebut. Dan suatu perjanjian termaksud dalam alinea pertama, majikan tidak dapat mengambil hak-hak jika ia memutuskan hubungan kerja secara melanggar hukum atau jika buruh memutuskannya karena desakan sesuatu yang ditimbulkan majikan itu secara tegas atau dengan kesalahannya. Juga tidak boleh majikan berbuat demikian, jika Pengadilan, atas permintaan atau tuntutan buruh, telah menyatakan bubarnya perjanjian itu berdasarkan suatu alasan mendesak, yang diberikan kepada buruh karena kesengajaan atau kesalahan majikan. Jika buruh berjanji akan memberikan kepada majikan suatu ganti rugi bila ia melakukan perbuatanperbuatan yang bertentangan dengan suatu perjanjian sebagaimana dimaksudkan pada alinea pertama, maka Pengadilan senantiasa berwenang mengurangi ,jumlah ganti rugi yang telah ditetapkan, sekedar jumlah itu menurut pendapatnya lebih dari yang sepantasnya."
                             1601y,Dihapus dengan S. 1928-533 jo. S. 1929-261.
1602,Majikan wajib membayar upah buruh pada waktu yang ditentukan.
                             1602a,"Upah yang ditetapkan menurut jangka waktu, harus dibayar sejak saat buruh mulai bekerja sampai saat berakhirnya hubungan kerja."
                             1602b,Tidak ada upah yang harus dibayar untuk waktu buruh tidak melakukan pekerjaan yang diperjanjikan.
                             1602c,"Akan tetapi buruh berhak untuk meminta dan menerima upah, yang ditetapkan menurut lamanya buruh, bekerja untuk waktu yang tidak begitu lama, bila ía berhalangan melakukan pekerjaan karena sakit atau mengalami kecelakaan, kecuali bila sakitnya atau kecelakaan itu disebabkan oleh kesengajaan atau kebejatannya atau oleh cacat badan yang dengan sengaja diberi keterangan palsu pada waktu membuat perjanjian kepada majikan. Bila dalam hal demikian buruh berhak memperoleh suatu ganti rugi berdasarkan suatu peraturan undang-undang tentang hal sakit atau kecelakaan, atau menurut aturan pertanggungan, atau dari suatu dana yang telah dijanjikan atau lahir dari perjanjian kerja, maka jumlah uang upah itu harus dikurangi dengan jumlah uang ganti rugi termaksud. Buruh berhak menuntut jangka waktu pendek, yang ditetapkan menurut keadilan, bila ia, baik karena memenuhi kewajiban yang diletakkan padanya oleh undang-undang atau pemerintah tanpa penggantian berupa uang, dan tidak dapat dilakukan di luar waktu kerja, maupun karena mengalami kejadian-kejadian luar biasa di luar kesalahannya, terhalang melakukan pekerjaannya. Dalam pengertian kejadian luar biasa, untuk pasal ini, juga termasuk istri buruh melahirkan anak, pula meninggalnya dan penguburan salah seorang teman serumah atau salah seorang anggota keluarga dalam garis tak terbatas dalam garis ke samping derajat kedua. Sedangkan dalam pengertian memenuhi kewajiban yang diletakkan oleh undang-undang atau Pemerintah, termasuk hal melakukan hak pilih. Jika upah berupa uang ditetapkan secara lain menurut jangka waktu, maka ketentuan-ketentuan pasal ini berlaku juga dengan pengertian, bahwa sebagai upah harus diambil upah rata-rata yang seharusnya dapat diperoleh buruh seandainya ia tidak berhalangan melakukan pekerjaan. Tetapi upah itu harus dikurangi dengan jumlah biaya yang telah dapat dihemat selama buruh tidak mengerjakan pekerjaan. Dari ketentuan pasal ini, orang hanya boleh menyimpang dengan perjanjian tertulis atau suatu peraturan."
                             1602d,"Jika buruh tidak kehilangan haknya atas upah yang ditentukan menurut jangka waktu, jika ia telah bersedia melakukan pekerjaan yang dijanjikan. tetapi majikan tidak menggunakannya, baik karena salahnya sendiri, maupun karena halangan yang kebetulan terjadi mengenai dirinya pribadi. Ketentuan-ketentuan alinea kedua, kelima, keenam dan ketujuh dalam Pasal 160c berlaku juga dalam hal ini."
                             1602e,"Bila banyak uang untuk membayar semua atau sebagian upah itu tergantung pada suatu pertelaan dan pembukuan majikan, maka buruh berhak meminta majikan memberitahukan surat-surat bukti, yang dianggap perlu untuk mengetahui jumlah upah buruhnya. Dalam surat perjanjian atau dalam reglemen boleh ditetapkan, bahwa pemberitahuan tentang surat-surat bukti yang seharusnya diberikan kepada setiap buruh, akan diberikan kepada sejumlah tertentu buruh yang bekerja pada majikan itu atau kepada seorang atau beberapa ahli pembukuan, yang ditunjuk oleh para buruh secara tertulis. Pemberitahuan surat-surat bukti oleh atau atas kuasa majikan, jika dikehendaki dapat dilakukan dengan meletakkan kewajiban yang dinyatakan secara tegas, bahwa buruh atau orang yang menurut alinea yang lalu mewakilinya, harus merahasiakannya, orang tersebut belakangan ini tidak dapat mewajibkan merahasiakan terhadap buruh. Kewajiban merahasiakan dihapuskan sekedar perlu, jika hal itu dibantah di muka Pengadilan. Sekedar pertelaan termaksud dalam alinea pertama di atas adalah mengenai keuntungan yang diperoleh perusahaan atau sebagai perusahaan majikan itu, maka dengan surat perjanjian atau dengan reglemen, begitu pula dengan cara lain daripada apa yang disebut dalam alinea kedua,dapat dikatakan penyimpangan dari ketentuan-ketentuan dalam alinea pertama, tetapi dengan pengertian bahwa dengan memperhatikan ketentuan ketentuan alinea kedua, senantiasa harus diberikan kepada buruh suatu surat pemberitahuan terang dan jelas yang menggambarkan pertelaan termasuk alinea pertama. Tanpa mengurangi berlakunya alinea keempat, pemberitahuan tentang pertelaan dalam alinea yang lalu, bila dikehendaki, harus dilakukan dengan mewajibkan buruh merahasiakannya. sebagaimana telah disebut dalam alinea ketiga."
                             1602f,"Untuk pembayaran upah yang menjadi hak buruh, kuasa termaksud dalam alinea pertama Pasal 1385 haruslah suatu kuasa tertulis. Jika dalam kuasa tertulis termaksud pada Pasal 1602g dimuat syarat bahwa upah yang ditetapkan berupa uang seluruhnya atau bagian, tidak akan dibayar kepada buruh di bawah umur, tetapi harus dibayar kepada wakilnya yang sah, maka orang mi dalam hal pembayaran upah atau bagian yang harus dibayar kepadanya. dianggap sebagai buruh. Juga apabila tidak dimuat syarat-syarat seperti itu dalam surat kuasa dan bahkan dalam hal adanya kuasa lisan, upah yang ditetapkan berupa uang, yang harus dibayar kepada buruh yang belum dewasa, harus dibayar kepada wakilnya yang sah bila wakil ini mengajukan surat perlawanan atas pembayaran yang dilakukan kepada butuh di bawah umur. Dalam hal-hal lain dan yang dimaksudkan pada alinea kedua dan alinea ketiga pasal ini, majikan membayar kepada buruh di bawah umur dianggap telah melunasinya dengan sah. Pembayaran kepada pihak ketiga, yang berlawanan dengan ketentuan-ketentuan pasal ini atau pasal berikut adalah batal."
                             1602g,"Penyitaan upah yang menjadi hak buruh dan majikan, hanya boleh dilakukan atas jumlah yang tidak lebih dari seperlima dari upah yang ditetapkan berupa uang bila upah berupa uang itu sehari delapan gulden lebih, maka juga penyitaan hanya sah atas yang tidak melebihi seperlima bagian, sedang beberapa penyitaan tidak dibatasi. Tidak ada pembatasan jika penyitaan itu dijalankan untuk pembayaran nafkah, yang menurut undang-undang menjadi hak orang yang melakukan pekerjaan. Penyegelan, penggadaian atau perbuatan lain dengan mana buruh memberikan suatu hak atas upahnya kepada pihak ketiga, hanya berlaku sepanjang penyitaan atas upahnya diperkenankan. Kuasa untuk menagih upah, dalam bentuk dan dengan nama apa pun, yang oleh buruh telah diberikan, senantiasa bisa ditarik kembali. Tiap perjanjian yang berlawanan dengan ketentuan pasal ini adalah batal."
                             1602h,"Pembayaran upah yang ditetapkan berupa uang, harus dilakukan dengan uang yang berlaku di Indonesia, dengan pengertian bahwa upah yang ditetapkan berupa uang asing harus dihitung menurut kurs pada hari dan tempat pembayaran terjadi, atau kalau di tempat itu tidak ada kurs, menurut kurs di kota dagang terdekat yang ada kurs. Akan tetapi untuk daerah atau bagian daerah tertentu, dengan undang-undang dapat diadakan penyimpangan dari ketentuan alinea pertama."
                              1602i,"Pembayaran upah yang ditetapkan dalam bentuk lain dari uang, dilakukan menurut apa yang dijanjikan atau reglemen, atau dalam hal termaksud dalam Pasal 1601r menurut ketentuanketentuan yang ditetapkan di situ."
                              1602j,"Pembayaran upah yang dilakukan secara lain daripada dalam kedua pasal di atas adalah batal. Buruh tetap berhak menuntut upah yang belum dibayar dari majikan, tanpa wajib mengembalikan apa yang sudah diterimanya dari pembayaran yang batal itu. Walaupun demikian, Pengadilan dalam mengabulkan tuntutan buruh, berwenang untuk membatasi hukuman sampai pada suatu jumlah uang yang menurut perhitungannya seimbang dengan kerugian yang diderita buruh. Tiap hak buruh untuk menuntut sesuatu berdasarkan pasal ini, gugur dengan lewatnya waktu enam bulan."
                             1602k,"Jika tempat pembayaran upah tidak ditentukan dalam surat perjanjian atau reglemen atau oleh kebiasaan maka pembayaran itu harus dilakukan di tempat pilihan majikan saja, yaitu di tempat kerja biasa, atau di kantor majikan kalau kantor itu terletak di tempat tinggal kebanyakan buruh, atau di rumah buruh."
                              1602l,"Pembayaran upah yang ditetapkan dengan uang menurut lamanya kerja, harus dilakukan sebagai berikut: jika ditetapkan untuk tiap minggu atau waktu yang lebih pendek dari seminggu, dibayar setiap kali lewat seminggu, jika ditetapkan untuk waktu lebih dari seminggu tetapi kurang dari sebulan, dibayar setiap kali lewat waktu itu, jika di tetapkan untuk tiap bulan, dibayar setiap kali lewat sebulan, jika ditetapkan untuk waktu yang lebih lama dari satu bulan, dibayar tiap-tiap kali lewat satu triwulan. Dan aturan ini hanya boleh diadakan penyimpangan dengan perjanjian tertulis atau reglemen, bahwa pembayaran upah untuk waktu yang kurang dari setengah bulan dan pembayaran upah bulanan dilakukan tiap-tiap triwulan sekali. Pembayaran upah bagi buruh yang tinggal serumah dengan majikan, dilakukan dengan menyimpang dari ketentuan di atas, yaitu tiap-tiap kali lewat waktu yang ditetapkan menurut kebiasaan setempat, kecuali kalau dalam surat perjanjian atau reglemen telah dijanjikan, bahwa pembayaran akan dilakukan menurut ketentuan-ketentuan dalam alinea pertama. Tenggang waktu pembayaran yang ditetapkan pada atau berdasarkan pasal ini, senantiasa boleh diperpendek oleh kedua belah pihak dengan kata sepakat."
                            1602m,"Pembayaran upah yang berupa uang, tetapi tidak menurut jangka waktu, harus dilakukan dengan memperhatikan ketentuan-ketentuan pasal yang lalu, dengan pengertian bahwa upah ini dianggap telah ditetapkan menurut waktu yang lazim dipakai dalam menentukan upah untuk pekerjaan, yang menurut sifat, tempat dan waktu paling mirip dengan pekerjaan yang upahnya akan dibayar itu."
                             1602n,"Jika upah berupa uang terdiri atas suatu jumlah, yang untuk penetapannya diperlukan surat keterangan yang terdapat dalam pembukuan majikan, maka pembayaran harus dilakukan tiap kali jumlah itu dapat ditetapkan dengan pengertian bahwa pembayaran harus dilakukan paling sedikit sekali setahun. Jika keterangan termaksud pada alinea pertama mengenai keuntungan yang diperoleh dalam perusahaan majikan atau dalam sebagian dari perusahaan itu, sedangkan menurut sifat perusahaan atau kebiasaan keuntungan tersebut baru ditetapkan setelah lewatnya waktu lebih dari satu tahun, maka dengan perjanjian tertulis atau dengan reglemen dapat dijanjikan bahwa pembayaran akan dilakukan tiap kali setelah diadakan penetapan itu."
                             1602o,"Jika upah berupa uang sebagian ditetapkan menurut lamanya waktu sedangkan sebagian lagi ditetapkan secara lain, atau jika upah ditetapkan sebagian demi sebagian menurut Iama waktu yang berbeda-beda maka untuk masing-masing bagian itu berlaku ketentuan-ketentuan pada pasal 16011 sampai 1602n."
                             1602p,"Pada tiap pembayaran seluruh jumlah upah yang terutang harus dilunasi. Mengenai upah yang ditetapkan berupa uang yang tetapi tergantung pada hasil pekerjaan yang dilakukan, dengan perjanjian tertulis atau dengan reglemen dapat diperjanjikan, bahwa tiap kali tanpa mengurangi perhitungan yang tetap, pada hari pembayaran pertama akan dibayar suatu bagian tertentu dari upahnya, yang berjumlah paling sedikit tiga perempat dari upah yang biasanya dibayar untuk pekerjaan yang menurut sifat, tempat dan waktu paling mirip dengan pekerjaan yang bersangkutan"
                             1602q,"Jika upah yang ditetapkan berupa uang atau sebagian yang tersisa setelah upah itu dipotong dengan jumlah yang tidak perlu dibayar oleh majikan dan jumlah yang dituntut oleh pihak-pihak ketiga menurut ketentuan bab ini, tidak dibayar paling lambat pada hari kerja ketiga setelah hari pembayaran menurut Pasal-pasal 1602 1, 1602m dan 1602o, maka buruh, bila pembayaran tidak dilakukan karena kesalahan majikan, berhak atas tambahan upah untuk hari kerja keempat sampai hari kedelapan sebanyak lima persen sehari dan untuk hari-hari seterusnya satu persen sehari, dengan pengertian bahwa tambahan karena kelambatan itu tidak boleh melebihi separuh dan jumlah yang harus dibayarkan. Dalam pada itu, Pengadilan berwenang membatasi tambahan upah itu sampai suatu jumlah yang dianggap adil, mengingat keadaan-keadaan. Suatu janji yang menyimpang dari ketentuan pasal ini, hanya sah terhadap buruh-buruh yang upahnya berjumlah lebih dari delapan gulden sehari."
                             1602r,"Kecuali pada waktu berakhirnya hubungan kerja, terhadap tuntutan pembayaran upah, hanya boleh diadakan perjumpaan utang dengan utang buruh berikut: 1. ganti rugi yang belum ia bayar kepada majikan, 2. denda-denda yang belum ia bayar kepada majikan menurut Pasal 1601u. asal majikan ini memberikan sepucuk surat bukti yang menerangkan jumlah tiap denda serta waktu dan alasan denda itu dikenakan, dengan menyebutkan ketentuan reglemen atau surat perjanjian yang telah dilanggar, 3. iuran untuk suatu dana yang menurut alinea kedua Pasal 1601s telah dibayar oleh majikan untuk kepentingan buruh, 4. harga sewa rumah, ruangan, sebidang tanah, atau alat atau perkakas yang dipakai buruh dalam perusahaannya sendiri, yang dengan suatu surat perjanjian disewakan oleh majikan kepada buruh, 5. harga pembelian barang-barang keperluan rumah tangga biasa dan sehari-hari di luar minuman keras dan candu, serta bahan-bahan pokok dan bahan-bahan pembantu yang dipakai buruh dalam perusahaannya sendiri semuanya yang telah diserahkan majikan kepada buruh, asal penyerahan itu dapat dibuktikan dengan surat keterangan dari buruh, yang menyebutkan alasan dan jumlah utang, dan majikan tidak meminta harga untuk barang-barang itu lebih dari harga pembelian, sedang harga ini tidak melebihi harga barangbarang keperluan rumah tangga, bahan-bahan pokok dan bahan-bahan pembantu tersebut di lain tempat. 6. persekot-persekot atas upah, yang diberikan oleh majikan berupa uang kepada buruh, asal hal ini ternyata dari suatu keterangan seperti yang disebutkan pada nomor 5 di atas, 7. kelebihan upah yang telah dibayar, 8. biaya perawatan dan pengobatan yang menurut Pasal 1601x menjadi tanggungan buruh. Mengenai utang-utang yang sedianya dapat ditagih oleh majikan berdasarkan ketentuan nomor 2, 3, dan 5, pada tiap pembayaran upah ia tidak boleh memperhitungkan lebih dari seperlima dari upah berupa uang, yang sedianya harus dibayar, mengenai utang-utang yang seluruhnya dapat ditagih berdasarkan ketentuan-ketentuan pasal ini, majikan tidak boleh memperjumpakan lebih dari dua perlima jumlah upah tersebut. Tiap perjanjian yang memberikan suatu wewenang yang lebih luas kepada majikan untuk memperjumpakan utang adalah batal."
                             1602s,"Bila upah buruh seluruhnya atau sebagian ditetapkan berupa pemondokan, pangan atau keperluan hidup lain, maka majikan wajib memenuhinya menurut kebiasaan setempat, asal sesuai dengan syarat-syarat kesehatan dan kesusilaan. Tiap perjanjian yang dapat menghapus atau membatasi kewajiban majikan ini, adalah batal."
                              1602t,"Majikan yang untuk sementara waktu berhalangan memenuhi upah berupa pemondokan, pangan dan keperluan hidup lain, sedangkan halangan ini tidak disebabkan oleh perbuatan buruh sendiri, wajib memberikan suatu ganti rugi yang jumlahnya ditetapkan dengan persetujuan, atau jika tidak ada suatu perjanjian. menurut kebiasaan setempat."
                             1602u,"Majikan wajib memberi kesempatan kepada buruh-buruh yang tinggal padanya tanpa memotong upahnya, untuk memenuhi kewajiban-kewajiban agamanya. begitu pula untuk menikmati istirahat dan pekerjaannya dengan cara yang ditetapkan dalam perjanjian atau jika perjanjian tidak ada, menurut kebiasaan setempat."
                             1602v,"Majikan wajib mengatur pekerjaan sedemikian rupa sehingga buruh tidak bekerja pada hari Minggu dan pada hari-hari yang menurut kebiasaan setempat, sekedar mengenai pekerjaan yang diperjanjikan disamakan dengan hari Minggu."
                            1602w,"Majikan wajib mengatur dan memelihara ruangan-ruangan, alat-alat dan perkakas yang dipakai untuk melakukan pekerjaan, dan pula wajib mengenal cara melakukan pekerjaan, mengadakan aturan-aturan serta memberi petunjuk-petunjuk sedemikian rupa sehingga buruh terlindung dari bahaya yang mengancam badan, kehormatan dan harta bendanya sebagaimana dapat dituntut mengenai sifat pekerjaan. Jika kewajiban-kewajiban itu tidak dipenuhi, maka majikan wajib mengganti kerugian yang karenanya menimpa buruh dalam menjalankan pekerjaannya, kecuali jika ia dapat membuktikannya bahwa tidak dipenuhinya kewajiban-kewajiban itu disebabkan oleh keadaan memaksa, atau bahwa kerugian tersebut sebagian besar disebabkan oleh kesalahan buruh sendiri. Jika kewajiban-kewajiban itu tidak dipenuhi oleh majikan dan karenanya buruh mendapat luka dalam melakukan pekerjaannya sehingga meninggal dunia, maka majikan wajib memberi ganti rugi kepada suami atau istri buruh, anak-anaknya atau orang tuanya yang biasanya memperoleh nafkahnya dan pekerjaan buruh itu, kecuali jika majikan itu dapat membuktikan, bahwa tidak dipenuhinya kewajiban-kewajiban itu disebabkan oleh keadaan memaksa atau bahwa meninggalnya buruh itu sebagian besar disebabkan oleh kesalahan dan buruh itu sendiri. Tiap perjanjian yang dapat menghapuskan atau membatasi kewajiban-kewajiban majikan ini, adalah batal Dengan undang-undang dapat diadakan aturan-aturan yang menetapkan bahwa kewajiban mengganti kerugian termaksud pada alinea kedua dan ketiga, dapat dilimpahkan oleh majikan kepada orang-orang lain."
                             1602x,"Jika seorang buruh yang tinggal padanya sakit atau mendapat kecelakaan semasa berlangsungnya hubungan kerja, tetapi paling lama dalam waktu enam minggu, maka majikan wajib mengurus perawatan dan pengobatan buruh dengan sepantasnya. bila hal ini belum diberikan berdasarkan peraturan lain. Ia berhak menuntut kembali biaya untuk itu dari buruh, tetapi biaya selama empat minggu pertama hanya dapat dituntut kembali bila sakit atau kecelakaan itu disebabkan oleh perbuatan sengaja atau perbuatan cabul buruh atau sebagai akibat dari suatu cacat badan yang pada waktu membuat perjanjian dengan sengaja telah diberi keterangan palsu oleh buruh itu. Tiap perjanjian yang mungkin akan mengakibatkan kewajiban-kewajiban itu dikecualikan atau dibatasi adalah batal."
                             1602y,"Pada umumnya seorang majikan wajib untuk melakukan atau tidak melakukan sesuatu yang dalam keadaan yang sama wajib dilakukan atau tidak dilakukan oleh seorang majikan yang baik. Surat keterangan itu harus memuat suatu keterangan sesungguhnya tentang sifat pekerjaan yang telah dilakukan dan lamanya hubungan kerja dan atas permintaan khusus dari buruh yang bersangkutan, harus memuat pula keterangan tentang cara buruh menunaikan kewajibankewajibannya dan alasan-alasan hubungan kerja itu berakhir. Jika majikan memutuskan hubungan kerja tanpa menunjukkan suatu alasan maka ia hanya wajib menyebutkan hal itu, tanpa wajib menyebutkan alasan-alasannya. Jika buruh memutuskan hubungan kerja secara bertentangan dengan hukum, majikan berhak menyebutkan hal itu dalam surat keterangan. Majikan yang menolak memberikan surat keterangan yang diminta, atau sengaja menuliskan keterangan yang tidak benar, atau memberikan suatu tanda pada surat keterangan yang dimaksud untuk memberikan suatu keterangan tentang buruh yang tidak termuat dalam kata-kata surat keterangan itu, atau memberikan kepada pihak ketiga keterangan-keterangan yang bertentangan dengan surat keterangan, bertanggung jawab atas kerugian yang terjadi, baik terhadap buruh maupun terhadap pihak ketiga. Tiap perjanjian yang dapat menghapuskan atau membatasi kewajiban-kewajiban majikan ini, adalah batal."
1603,"Buruh wajib melakukan pekerjaan yang diperjanjikan menurut kemampuannya dengan sebaikbaiknya. Jika sifat dan luasnya pekerjaan yang harus dilakukan tidak dirumuskan dalam perjanjian atau reglemen, maka hal itu ditentukan oleh kebiasaan."
                             1603a ,"Buruh wajib melakukan sendiri pekerjaannya, hanya dengan izin majikan ia dapat menyuruh orang lain menggantikannya."
                             1603b,"Buruh wajib menaati aturan-aturan pelaksana pekerjaan dan aturan-aturan yang dimaksudkan untuk perbaikan tata tertib perusahaan majikan yang diberikan oleh atau atas nama majikan dalam batas-batas aturan perundang-undangan, perjanjian atau reglemen, atau jika ini tidak ada, dalam batas-batas kebiasaan."
                             1603c,Buruh yang tinggal menumpang di rumah majikan wajib berkelakuan menurut tata tertib rumah tangga majikan.
                             1603d,Pada umumnya buruh wajib melakukan atau tidak melakukan segala sesuatu yang dalam keadaan yang sama seharusnya dilakukan atau tidak dilakukan oleh seorang buruh yang baik.
                             1603e,"Hubungan kerja berakhir demi hukum, jika habis waktunya yang ditetapkan dalam perjanjian atau dalam peraturan undang-undang atau jika semuanya itu tidak ada, menurut kebiasaan. Pemberitahuan tentang pemutusan hubungan kerja dalam hal ini hanya diperlukan: 1. jika hal itu dijanjikan dalam surat perjanjian atau dalam reglemen, 2. jika menurut peraturan undang-undang atau menurut kebiasaan, juga dalam hal lamanya hubungan kerja ditetapkan sebelumnya, diharuskan adanya pemberitahuan tentang pemutusan itu dari kedua belah pihak, dalam hal yang diperbolehkan, tidak mengadakan penyimpangan dengan perjanjian tertulis atau dengan reglemen."
1603f,"Jika hubungan kerja, setelah waktunya habis sebagaimana diuraikan pada alinea pertama Pasal 1603e diteruskan oleh kedua belah pihak tanpa bantahan, maka hubungan kerja itu dianggap diadakan lagi untuk waktu yang sama. Dalam hal hubungan kerja yang diperpanjang itu akan berlangsung untuk waktu kurang dari enam bulan maka hubungan kerja tersebut dianggap diadakan untuk waktu tidak tentu, hanya dengan syarat-syarat yang sama. Ketentuan di atas berlaku pula jika dalam hal-hal tersebut pada alinea kedua Pasal 1603e, pemberitahuan pemutusan hubungan kerja tidak dilakukan pada waktu yang tepat. Dalam surat perjanjian atau dalam reglemen, akibat-akibat dari pemberitahuan pemutusan hubungan kerja yang tidak dilakukan tepat pada waktunya dapat diatur dengan cara lain, asal hubungan kerja diperpanjang untuk waktu sedikit-dikitnya enam bulan."
1603g,"Jika lamanya hubungan kerja tidak ditentukan, baik dalam perjanjian atau reglemen, maupun dalam peraturan undang-undang atau menurut kebiasaan, maka hubungan kerja itu dipandang diadakan untuk waktu tidak tentu. Jika hubungan kerja diadakan untuk waktu yang tidak tentu atau sampai dinyatakan putus, tiap pihak berhak memutuskannya dengan pemberitahuan pemutusan hubungan kerja, asal diindahkan ketentuan kedua pasal berikut."
1603h,"Pemberitahuan pemutusan hubungan kerja hanya boleh dilakukan menjelang hari lain dari hari terakhir suatu bulan takwim, adalah batal."
1603i,"Kecuali dalam hal termaksud pada kedua alinea berikut pasal ini, dalam memutuskan hubungan kerja harus diindahkan suatu tenggang waktu selama satu bulan. Dalam suatu perjanjian atau dalam reglemen dapat ditetapkannya,. bahwa tenggang waktu termaksud pada alinea yang lalu, bagi buruh dapat diperpanjang untuk waktu paling lama satu bulan, jika hubungan kerja pada waktu pemberitahuan pemutusan hubungan kerja itu telah sedikit-dikitnya dua tahun terus- menerus. Tenggang waktu termaksud pada alinea pertama, bagi majikan diperpanjang berturut-turut dengan satu bulan, dua bulan atau tiga bulan, jika pada waktu pemberitahuan pemutusan, hubungan kerja telah berlangsung sedikit-dikitnya satu tahun tetapi kurang dari dua tahun, sedikit-dikitnya dua tahun tetapi kurang dari tiga tahun, atau sedikit-dikitnya tiga tahun terus-menerus. Tiap perjanjian yang bertentangan dengan ketentuan pasal ini, adalah batal."
1603i bis,"Suatu perjanjian kerja baru yang diadakan seorang buruh dalam waktu empat minggu setelah berakhirnya hubungan kerja sebelumnya, tidak peduli apakah hubungan kerja yang lalu itu diadakan untuk waktu tertentu atau waktu tidak tentu, dengan majikan yang sama dan untuk waktu tertentu yang kurang dari enam bulan, dipandang diadakan untuk waktu tidak tentu."
1603i ten,"Hubungan kerja dengan majikan yang sama, yang terputus dalam waktu kurang dari empat minggu, atau yang segera bersambung dengan cara termaksud pada Pasal 603 f, sepanjang mengenai tenggang waktu pernyataan pemutusan termaksud Pasal 16031, dipandang sebagai hubungan kerja yang terus-menerus."
1603j,Hubungan kerja berakhir dengan meninggalnya buruh.
1603k,"Hubungan kerja berakhir dengan meninggalnya majikan, kecuali jika dari perjanjian dapat disimpulkan sebaliknya. Akan tetapi baik ahli waris majikan maupun buruh, berwenang memutuskan hubungan kerja yang diadakan dalam waktu tertentu dengan memberitahukan pemutusan sesuai dengan Pasal 1603 h dan 1603 i, seolah-olah hubungan kerja tersebut diadakan untuk waktu tidak tentu."
1603l,"Jika diperjanjikan suatu masa percobaan, maka selama waktu itu tiap pihak berwenang memutuskan hubungan kerja dengan pernyataan pemutusan. Tiap perjanjian yang menetapkan masa percobaan yang tidak sama Iamanya bagi kedua belah pihak atau lebih lama dari tiga bulan dan juga tiap janji yang mengadakan suatu masa percobaan baru bagi pihak-pihak yang sama, adalah batal."
